,Date,Close,기사날짜,기사제목,EMA
359,2020-04-16,49000,2020.04.15,"[' IR52 장영실상  삼성전자   UFS 3 0 내장 모바일용 AP', '삼성  5G기지국 업계 최고속도 성공', ' 서양원 칼럼  깨어있는 국민의 선택', '기업  생산절벽  현실화  해외공장 셧다운 5월까지 간다', ' 靑선거개입 의혹  첫재판 23일 열린다  4·15 국민의 선택 서초동에 쏠린 눈 ', '탈많은 선거  블록체인 만나면 비용 줄고 효율은 높인다', '삼성  5G서 초당 8 5기가비트 속도 달성', '밸브 제조사 비엠티  부산에서 제2 도약 ']",48839
360,2020-04-17,51400,2020.04.16,"['삼성전자 코로나 지원에 印 모디 총리  모범사례 ', '달아나는 TSMC 삼성 超미세공정 총력', ' Books amp;Biz  외국인이 본 삼성·현대차엔  강한 기업문화  있었다', '박지원·천정배·박주선·정동영 호남거물들 줄줄이  고배 ', '연세대·울산과기원·한양대 정부지원 AI대학원에 선정', ' 세상읽기  뜨거웠던 심판의 시간 끝났다', ' 코스닥 공시  랩지노믹스   코센   피씨엘 등', '홍성국·이용우·유경준·윤희숙 등 경제통  금배지 ', '현대차 러시아 등 일부 해외공장 재가동', '애플  399弗짜리 중저가 아이폰 출시', '與 압승에 경협주  들썩  정치테마주  털썩 ', ' 마스크 줄서기  없애준 삼성 정작 직원들은  중국산  쓰는 이유', '반등場서 2조 쏜 연기금은 뭘 담았지 ', '확 줄어든  경제통  당선자들 홍성국·유경준 등 10여명 불과', ' 사설  코로나 위기 속 중국 반도체 역습  올 것이 왔다 ']",49083
361,2020-04-20,50100,2020.04.19,"['코로나 복병에  글로벌 반도체 4  위축 ', 'IMF망령 스멀스멀 자영업자가 찍는 2020년판  눈물의 비디오 ', '실적발표 실시간 중계 현대차의 주주친화 경영', ' 재택·출근시간 자율화   일하는 방식 변화 고민하는 기업들', ' 비대면 금융 서비스 선점하라   3대 DID 연합체 경쟁 치열', '삼성·LG 家電 4월 매출 반토막 자동차 수출 43 하락', ' 은행株 낙폭 과대 배당수익률 높아 매력 ', '코로나에도 가전유통업계  선방 ', '시노펙스  메인보드 주력 베트남 법인 성장세 등', '반등장서 대형주 압도한 중소형주 바이오·언택트 효과로 계속 간다 ']",49180
362,2020-04-21,49250,2020.04.20,"[' 국내 최대 24㎏ 세탁기  같은 날 공개한 삼성·LG', '기업들 너도나도  클라우드 도입  결국 반도체株가 웃는다', '靑  勞와 형식보다 대화 중요  경사노위 우회할 기구 시사', '삼성·LG  국내 최대 24㎏ 세탁기  맞대결’', ' 동학개미  장기전으로 가야 투자 승리한다 ', ' 조직력 붕괴’ 우려하는 기업들  소통 강화·사기 진작 힘쓴다', '삼성전자  위기를 이길 힘은 혁신뿐  AI·로봇·반도체  초격차  전략', '같은날 공개한 24kg 삼성·LG 세탁기로  또 한판 ', '김상조  내일 5대그룹 경영진 만난다', ' AC 시대 대비하라  코로나 극복 나선 기업들', '슈퍼 與  규제강화 입법 우려되지만 기업인 출신 의원  親시장 입법  기대']",49186
363,2020-04-22,49850,2020.04.21,"[' 혈압까지 알려드려요  진짜 주치의된 갤워치', ' 포토  삼성  의류케어 삼총사  1분기 판매량 60  가까이 늘어', '증시 반등땐  대형 우선주  더 잘나갔다', '반도체 15 하락·車 28 하락 무역수지 99개월 흑자행진 멈추나', '화우  노동전문 변호사 30여명 맹활약 파견근로·통상임금 등 맞춤자문', '더 착감기는 S펜 필기는 물론 그림까지 척척', '움츠러든 반도체 설비투자  코로나·비메모리가 변수', ' 세균까지 보겠다  삼성전자  6억 화소 이미지센서 도전', '삼성  혈압 앱  SW 최초로 의료기기 허가받았다', '황성우·박정호·조정우 등 科技훈장  혁신장 ', '진화한 태블릿 노트북 안부럽네', '대기자금 142조 부동산 규제 지속 예고에 증시로  머니무브  가속화']",49249
364,2020-04-23,49850,2020.04.22,"['삼성  中 시안에 전세기 반도체팀 200여명 급파', '손경식  고용 흔들리면 경제 끝장 신속히 기업 지원해야 ·김명환  이달 내로 위기극복 긴급 노사정 대화하자 ', '신반포15차·반포3주구에 삼성 기술력 총동원', '삼성  반도체 비전 2030  1년  초격차 선도 기술 개발 박차', ' 썩은 물  오산천에 돌아온 수달  삼성  13년 수질개선 노력 결실', ' 자상한 기업 에 ARM  시스템반도체 벤처 IP 지원', ' 경제통 으로 입성한 초선들  경제활성화 입법 앞장서야  포스트 총선 21대 국회에 바란다 ', ' 대공황 이후 최악의 경제  코로나 노멀  대비해야   제21회 서울국제금융포럼 ', ' 미·중 무역전쟁  베트남 유망 투자처로   제21회 서울국제금융포럼 ', '삼성  QLED 8K  TV 獨 영상·음향 평가 신기록', '운용사들  반등장서 삼성그룹株 담았다', 'BC에서 AC로 바뀌는 제조업의 미래  셧다운 없는 無人공장  저스트인타임  폐기', '반도체 설계기업 Arm  스타트업과 기술 공유', '위기 버틸 현금 쌓고  경제 블록화 강화 경영 키워드가 바뀐다', '김상조 靑 정책실장  고용 지켜달라  결국 대기업에 SOS']",49307
365,2020-04-24,49350,2020.04.23,"['래미안  5년만의 귀환  신반포15차 재건축 수주', ' 모든곳에 AI  박정호의 무인매장 실험', '신반포15차 따낸 삼성물산  5년만에 재건축 화려한 복귀', '코로나發 소비절벽에 마이너스 성장률  진짜 고비는 2분기   1분기 실질성장률  1 4  ', '비트코인→갭투자→삼성전자→원유 투자 그 뒤엔 30대 투자자가 있다 ', '특검  이재용 부회장 재판부 에 재차 기피신청', '건설·바이오 주가 뛰는데 삼성물산은  거북이걸음 ']",49311
366,2020-04-27,49850,2020.04.26,"['동학개미가 찍은 삼성전자 올해 상승률은 변변치 않네', '삼성  갤럭시 A31  출시 37만4천원', ' 포토  삼성 식기세척기', '임금옥 bhc 대표 인터뷰  맛과 품질  기본에 충실했더니 3천억 매출  마의 숫자  넘었죠 ', '삼성전자  갤럭시 A31  사전판매 돌입', '삼성  시스템 반도체 1위 달성  국내외 경쟁사와 협력 광폭 행보', '소니의 부활   OLED 영토 넓어진다  LG전자의 여유', '성장금융  시스템반도체 투자 펀드 본격 조성', '삼성전자  30만원대  갤럭시 A31  공개', '美진출 한국기업  한마디로  고립무원 ', '電·車 선방은  환율 효과  2분기도 이어질까', '삼성  시스템반도체 비전 2030  묵직한 성과에도 묵묵한 1주년', '제조·건설업부터 회복할 듯', ' 일감 반토막  광고시장  상실의 시대 ', '함께 오른 지주사  이젠 따로 간다', ' 장애인 위한 음성자막변환 앱 코로나 계기로 사용자 확 늘어 ']",49362
367,2020-04-28,50100,2020.04.27,"['한노총 산하 삼성전자 노조  사측에 단체교섭 첫 요구', '수출전망 40년만에 최악 잔인한 5월', '시력보호 최고안전등급  삼성 QLED TV 美서 획득', ' 단독  삼일회계 새 CEO에 윤훈수씨 유력', '이재용  이태원 주택 용지 동생 이서현에 247억 매각', ' 포토  삼성 무풍에어컨 겨울왕국2 에디션', '동학개미 올라탄 금융株 더 달릴까', '한국이 치고나갈 기회  과학기술 뉴딜  추진을', ' 코로나는 다시 온다  한국형  방역 패키지  세계 표준으로', '상장사 절반이  깜짝실적  코로나 위기속 반도체·언택트 선방', '대우건설 삼성전자  차세대 스마트홈 구축 맞손', ' 진짜 위기는 이제 시작  삼성·LG  프리미엄 가전 점유율 확대 기회로   전문가 3인 지상좌담 ', '파운드리 초미세공정 주도권 잡아라  삼성 TSMC  기술 개발·투자 속도', '가전매장마다 쌓인 TV 재고   유통 동맥경화’ 앓는 전자산업  코로나19 대진단  산업지형이 바뀐다 ', '포스트 코로나  산업계 판이 바뀐다  코로나19 대진단 ', '대우건설  삼성전자와 손잡고 스마트홈 구축 나선다', ' 코로나 집콕족 잡아라  삼성·LG전자·현대차도 온라인 마케팅에  사활 ', '이재용 부회장  이태원 집 247억에 팔았다', '삼성 QLED TV  미국·독일서  시력 보호  인증', '삼성 쿼드카메라 LG 3D디자인 애플 최신 프로세서  스펙 탄탄  중저가폰 대격돌', '몰려오는  언택트 왕개미   억  소리나게 증시 반등 이끈다', '카카오  올해만 사업 수주 10번째 IT서비스업계 긴장', '울산·미포산단 생산 23 하락', 'AI가 화물 자동 추적 삼성SDS 대화형 업무자동화 솔루션  브리티웍스 ']",49432
368,2020-04-29,50000,2020.04.28,"['삼성전자  시총 30 룰  최종 폐지', '삼성 도움받은 中企  이번엔 우리 차례 ', '삼성·LG 5G 전략폰 5월 격돌 애플도 가세', ' 공룡  이케아에 토종 가구연합군 도전장', ' Mobile World  손목 위 디지털 헬스케어 大戰', '온라인강의·재택근무에 태블릿PC 날개 달았네', ' 中·베트남 올인은 위험  공급망 편중 韓  선택지를 넓혀라', ' 통신  손에 착 감기는 그립감  이질감 없는 반응 속도 S펜  이렇게까지 발전했다고 ', ' IT 금융혁신   AI·빅데이터·클라우드  금융  이 세가지 없으면 생존 못한다', '삼성 지원 받은 中企  코로나 극복 기부 동참', '가성비 5G폰  갤럭시 A51 5G  출시', '삼성전기·LG이노텍  스마트폰 카메라  수요 늘어 실적 선방', '삼성전자  기술과외 로 폐업위기서 기사회생 방역용품  기부천사 로 나선 중소기업들', '삼성전자  시가총액 톱10 중 상승률 꼴찌 7 3조 산 개미군단  시련의 계절 ', '삼성  갤럭시 A51  다음달 7일 출격', '코로나로 주가 뛴 서정진 회장 한국 갑부 2위 올라', '포스트 코로나 승자는 베트남 ', 'LG유플러스 손잡은 벤타VR  5G 타고 질주', '박상우 인덱스마인 대표  게임처럼 주가 예측 적중률 높으면 보상 ']",49486
369,2020-05-04,48500,2020.05.03,"[' 포토  삼성전자 Q시리즈 사운드바 출시', '삼성전자 법인세율 2년새 3 7 P 뛸때 경쟁사 애플은 9 4 P 세율 낮아졌다', '갤럭시Z플립  미러 골드  6일 출시', '삼성·LG  해외공장 속속 정상화 최대시장 북미 수요회복이 관건', '법인세 낮춰  기업 족쇄  풀자', '삼성  원음 그대로 고품질 사운드  HW Q800T  출시', ' 황금빛 갤럭시 Z 플립’ 미러골드 색상 추가', '주춤했던 IT펀드  다시 뭉칫돈 몰려든다', ' 코로나로 시험장 확보 난항   삼성고시  6월로 연기 검토', '코로나로 얼어붙은 해외 대신 내수 먼저 파고드는 가전업계  생활방역 전환  대대적 마케팅 ', ' 부고  전정희씨 外', '가구 브랜드  격전지’된 기흥 이케아 이어 국내업계 잇따라 매장 오픈', '삼성전자  금색 폴더블폰  갤럭시Z플립  출시', ' CES 최고 혁신상  수상 삼성전자 사운드바 출시', '상장사 1분기 성적표  예상밖 선전 ', '동진쎄미켐  반도체 소재 국산화 정책 수혜주 등', ' 정수기에 태극마크 붙여달라  수출中企 웃게 한  K브랜드 파워 ', '삼송·동탄·갈매 등서 올해 첫 디벨로퍼 분양', '주가 아직 회복 못한 저평가 중소형株  매수 타이밍 왔다', 'S amp;P  한국 올 성장률 마이너스로 떨어져도 내년엔 5  이상 반등 ']",49392
370,2020-05-06,49200,2020.05.05,"[' 포토  삼성전자  인덕션  이제 포터블로 쓰세요 ', '10년내 모든 기기에 AI반도체 한국  제2의 D램 신화  쓴다', ' 새내기 의원에게 듣는다   미래차 클러스터 조성해 광주경제 살릴것 ', '윤성로 위원장은 딥러닝·빅데이터 기반 세계적 인공지능 권위자', '美·유럽 실적 악화 현실화 삼성·LG  2분기 중국 공략 집중', '삼성  현금자산 꾸준한 증가  R amp;D에 5조이상 투자', '국내 의료기기 특허출원 10년간 年 7 6 씩 증가', '위기에 강한 K제조업 퀀텀점프 기회다', '위기에 빛난 LG그룹주  하반기 성장도 기대 ', '삼성  외환위기 거치며 글로벌 대표기업 도약 현대차는 금융위기 이후 美 점유율 2배 늘려', '출고가 89만9800원  LG 벨벳   2년 뒤 반납하면 50  할인 ', '삼성물산 제일모직 합병 檢  삼성證 개입정황 포착', ' 온라인 개학으로 트래픽 1000배상승  IT 기업 팀워크로 문제 해결했죠 ']",49374
371,2020-05-07,48800,2020.05.06,"[' 삼성 노사문화 시대변화 부응 못해 노동3권 확실히 보장 ', '李  국격맞는 새로운 삼성 만들것  미래위한 변화 예고', '이재용  자녀에 경영권 안물려줄것 ', '이재용  4세경영 포기  전격 선언 승계논란 종식 의지', '준법감시위  7일 입장 밝힐듯', '사과문 직접 쓴 이재용 부회장 3차례나 90도인사', ' 실질적 지주사  삼성물산 주가 6  넘게 급등', ' 코로나 후 모든기업  어쩔 수 없이 AI기업 될것 ', ' 코로나 이후에도 성장株  1900회복 선봉섰다', '이재용의 뉴삼성 선언  자녀에 경영권 승계 없다 ', ' 더이상 무노조 삼성 없다   신경영 의지 담은  파격사과’', '과감한 신사업·전문경영인 체제  이재용식 해법  내놨다', ' 마누라·자식 빼고 다 바꿔라  27년전 신경영 맞먹는 파격', ' 코로나 쇼크’에 커진 재무 리스크   당좌비율’ 높은 종목 고르면 안심', '中증시 상승세에 웃은 코스피  1930선 바짝 접근', '재계  경영승계 중단 선언  충격’   확실한 쇄신의지에는 공감 ', ' fn사설  몸 낮춘 이재용  실천이 관건', '글로벌 IT사  잇단 데이터센터 투자계획에 국내 메모리 반도체업계 수요 확대 기대감', '이재용 삼성전자 부회장 대국민 사과에 일제히 상승한 삼성그룹주', '이재용의 결단  자식에게 삼성 경영권 물려주지 않겠다 ', ' 과거와 단절  선언한 이재용  국격에 맞는 새로운 삼성 만들겠다 ', '한국형 IT 뉴딜  수혜주 뭐냐  들썩이는 증시', '공이 뜨자 광고도 떴다 ESPN 생중계에 기업 마케팅  만루홈런 ', '이재용  메르스 사과·사재 출연 위기 때마다  오너 책임경영 ', '사과문 낭독에 10분 이재용  주인의식 가진 인재들에게 삼성 맡길 것 ', '삼성 청년SW아카데미  25일까지 지원서 접수', '최종석 라메디텍 대표  레이저 채혈기로 글로벌 시장 공략 ', '디엔에프 김명운 대표  눈부심 방지 코팅제  삼성도 고객 ', ' 사설  LNG선도  OLED도 중국에 넘어가면 뭐가 남겠나', ' 이재용 대국민 사과  직접적 감형사유 아니지만 반성하는 모습은 고려될 듯 ', '당좌비율 높은  현금 부자주  주목', ' 이재용  경영 외적 일에 발목잡힌 기업인 모습 안타까워 경영 전념할 계기 됐으면 ']",49319
372,2020-05-08,48800,2020.05.07,"[' 이재용 사과 의미있어 실천방안 뒷받침 돼야 ', '실적 기근에도 상장사  작년 이익절반 배당', ' 사설  이재용 대국민 사과  삼성의 글로벌 초일류 도약 전기 돼야', ' 대국민 사과  이재용  재판 재개는 대법원에 달려', '김영준 부회장  블록버스터 아토피 치료제 내놓겠다 ', ' 충무로에서  재팬 스트라이크존과 한국의 스피드', ' MK라씨로  삼성SDI  배터리사업 개선에 긍정 평가 쏟아져', '사회책임투자펀드도  생큐  삼성전자 ', '동학개미들  이재용 사과’ 덕볼까', '대법  이재용 재판부 기피신청  심리 착수', ' 이재용 대국민 사과  의미 있다  평가   삼성 준감위  실천방안 찾아라  권고', ' 언택트 시대는 기회   코리아 반도체  미래투자는 계속된다  코로나19 대진단 산업지형이 바뀐다 ', '삼성전자 갤럭시 A51  공시지원금 최대 24만원', '하루 5조원  불나방 베팅  곱버스 올라탄 개미들', '우량주 투자냐  홀짝 게임이냐', '포스코  물류 독립  자회사 7월 설립한다', ' 이재용 부회장 사과문에 투자 의지 담겼다  반도체·디스플레이 장비株  들썩 ', '이인영  이재용 사과  사법적 책임 피하려는 눈속임으론 안보여 ', '국민연금  벤치마크  변경 착수 코스닥 수혜 ', '웹툰·온라인 쇼핑·식음료株   포스트 코로나  대세로 뜰까', '이인영  이재용 대국민 사과  경제 대전환 출발점 되길 ', ' 모십니다   코로나 이후 세상은   웹세미나']",49270
373,2020-05-11,48400,2020.05.10,"['삼성전자 주주 136만명 액면분할 2년만에 5 7배상승', '삼성·LG전자 가전 판매 숨통 북미·유럽 최대 유통社  재오픈 ', ' 삼성에 LCD 납품  中·日·대만 무한경쟁', '이부진 사장·이서현 이사장  삼성생명공익재단에 억대 기부', '기업 코로나 쇼크  1분기  짠내 배당 ', '복지행정 돕고 디지털 수사에 날개   공공 블록체인’ 사업 속도  창간 2주년 The Block Post ', '檢   삼성 수사  1년6개월 만에 마무리 수순', '삼성 히트작  더 세로 TV   비스포크 냉장고  해외 간다', ' 포스트 코로나  이끌 언택트주 경기회복 기대 IT주  찜 ', '대학생이 닮고 싶은 CEO 정몽구  김기남  이부진', '투자 기회를 기다릴 땐 일정 금액은 안정적인 회사채에']",49187
374,2020-05-12,47900,2020.05.11,"[' 포토  삼성전자  무풍에어컨 멀티  라인업 확대', '한국판 뉴딜에 5G 부품주  두근두근 ', '6년간 2건 인용 재판부 기피신청 유명무실', ' 30평까지 냉방   삼성  3멀티 무풍에어컨  선봬', '중기부   K 방역  기업 스마트공장 구축 지원', ' 반도체 굴기  속도 높이는 중국', '공매도 금지 두달 후 돌아왔던 외국인  이번에도 통할까', '삼성물산 vs  대우건설  반포3주구 수주전  갈수록 파격', '태블릿PC  고사양 vs 보급  양분화', '美  반도체 자급할 것  TSMC·삼성전자 공장 확대 추진', '마스크 이어 이번엔 진단키트 삼성전자  기술과외 시즌2 ', '아이폰SE  게임 속도 빠릿빠릿 LG 벨벳  영상 몰입감 압도적']",49064
375,2020-05-13,48550,2020.05.12,"['삼성연수원  숨은 영웅들  코로나 지원단 감동스토리', '이재용 부회장  현장경영 재개 삼성 위기관리·M amp;A 갈길 멀다', ' 믿을맨  IT株의 배신 헬스케어·금융株는  쑥 ', ' 단말기  역대급 가성비로 고객 유혹 스마트폰 5월 대전 승자는', ' 단말기  스마트폰 판매량 6년만에 3억대 붕괴', ' 포토  규제샌드박스지원센터 출범식', ' Mobile World   디지털 전환 출발선 하이브리드클라우드·AI가 무기 ', ' IT  반려동물 원격진료  로봇과 운동까지  펫테크  뜬다', ' 사설  한국 경제에 또 하나의 위협이 될 美·中 반도체 전쟁', ' 57일동안 254명의 환자 입소  완치율 88 6  보였다 ', '규제샌드박스지원센터 출범', ' 한미재무학회칼럼  개인투자자의 가장 큰 적은 자신', ' 양자컴 독식시대  구글·MS·삼성전자도 개발 뛰어들어', '스트롱코리아 포럼2020 양자컴퓨터 시대 온다', '임직원들만의 공간을 격리·치유의 장소로 K방역 숨은공신  기업 연수원 ', '5대그룹 임원들  재난지원금 기부한다', '대한상의도  규제 샌드박스  접수 세계 첫 민간 주도 지원창구 문 열어', ' 사설  주목되는 美 반도체·원전 복원 선언 산업은 있을 때 지켜야', '시총 45조 육박한  셀트리온 3형제 ', '양자컴 권위자 총출동 유튜브로 생중계', '양자컴퓨터가 필요한 이유   경우의 수  무한대 신약 개발에 유용', '중국의  반도체 굴기 에서 찾는 투자 기회']",49015
376,2020-05-14,48000,2020.05.13,"['삼성·현대차  꿈의 배터리  협력  기업에 힘실어줄 때 ', '이재용·정의선  전기차 손잡다', '소니TV의 몰락 북미 점유율 1   충격 ', ' 자율주행차·차량용 전장부품 미래차분야 전방위 협력 가능성 ', '우량주→원유→우량주  카멜레온 개미들 ', '위상 높아진 경총  탈규제·세제지원 서둘러야 ', '진격의 네이버·카카오 시총  톱10  흔들었다', '교보악사운용  삼성전자투게더펀드’ 출시', '삼성  시청각 장애인용 TV 공급한다    40형 풀HD 스마트’ 1만5000대 제작', '멈췄던 해외공장 속속 돌아가는데  삼성·LG  낙관 이르다 ', '이재용 정의선 첫 단독회동  전기차 동맹 ', '이태원發 코로나 공포에  삼성 계열사 첫 분산 근무 돌입', ' 법인세 내리고 규제는 풀자   재계가 제시한  코로나 해법’  코로나19  경기 급하강 ', '두 총수가 주목한 차세대  전고체 배터리  리튬이온보다 오래가고 폭발위험은 낮아  이재용 정의선 첫 단독회동 ', ' 자상한 기업  된 SKC  중기와 기술거래 나선다', '신용카드보다 작은 기판에 LED 60만개 배열 성공', '유네스코  韓 블록체인·AI와 손잡았다', '이재용 정의선  미래車 동맹 ', '삼성 현대차 손잡자 2차전지株  상승 랠리 ', '이재용 현장경영 재개 삼성SDI 찾아  미래 먹거리  점검', ' 코로나 이후 세상은   웹세미나', '올해 GSAT은 수리·추리 2과목만 SW 직군 코딩시험 오프라인 실시', ' 뉴 삼성  속도내는 이재용  신사업 M amp;A·대형투자 발로 뛰며 직접 챙긴다', '손경식 회장  법인세 낮춰 투자 유도할 때 ', '양자컴 통해 MRI 해상도 높이고 2차전지 효율 개선', '美 반도체 자급 추진 vs 中  반도체 굴기  가속', '외국인  종목투자 확대 개인은 우량주로 피신', ' 뉴스의 맥  시가총액 순위 변동이 말해주는 제조업의 미래', '현장경영·실리 중시하는 두 젊은 총수 차세대 먹거리 사업 찾으며  의기투합 ']",48918
377,2020-05-15,47850,2020.05.14,"[' 누구도 못 뚫을걸  SKT  철통보안폰 ', '삼성·LG  폰값 부풀리기  공정위  현장조사 전격 착수', ' 사설  이재용·정의선  모빌리티 혁신 협력모델 만들어보라', ' 핫아이템  전자랜드  가정의 달 5월엔 가전페어 할인혜택에 사은품도  풍성 ', ' Biz times  환자 상태 어떤가요  코로나에 글로벌 공급망이 망가졌네요 치료는 어떻게 하나요   하이브리드 공급망 수술  필요합니다', '세계 첫 양자보안 5G 스마트폰 나온다', ' fn사설  윈윈 모델 제시한 삼성·현대차 배터리 동맹', ' 집콕’에 최고가 행진  음식료株  코로나 방어주 역할  톡톡’', ' 보안 끝판왕  양자암호폰 나온다', '삼성 평택2공장 건설현장 직원 확진 판정 30조 반도체 공사 현장이 멈췄다', ' 차병석 칼럼   원컨대 일본과 화친을 끊지 마소서 ', '젠슨 황 엔비디아 CEO  반도체도 SW기술력 없인 미래없다 ', ' 사설   코로나 이후  우려하는 진지한 제언 정부는 답할 수 있어야', 'LG전자  무선 이어폰 시장 재도전']",48817
378,2020-05-18,48800,2020.05.17,"['삼성전자 맥못춰도 펄펄나는 반도체펀드', '美  반도체 화웨이수출 급제동 韓 메모리도  간접영향 ', ' 코로나 쇼크  버틴 대기업 고용 유지하고 인건비 줄였다', '삼성·하만 시너지 본격화  디지털 콕핏  점유율 30 ', '日 수출규제  반전의 10개월’  소재 국산화로  극일’ 해냈다', '삼성  예정대로 9월 출시  vs  LG  4분기로 연기 고심 ', '모바일 DID  이니셜’ 갤럭시A퀀텀에 탑재  출입통제도 한번에', ' 특별기고  지식재산혁신청  브랜드 이름이 가치를 말한다', ' 개미 투자 행진 여름까지 간다   증시대기 예탁금 43조넘어', '이수창 아스트라자산운용 대표  수수료 수익 5분의 1로 줄어도  고객 수익률이 더 우선   fn이사람 ', '화웨이에 공급 막히면 年 10兆 날려 韓 반도체 투톱만  새우등 ', '美의  화웨이 고사 작전  삼성·하이닉스도 초비상', '삼성 휴대폰·통신장비는 유럽·美서 반사이익 기대', '재택근무로 날개 단 SSD  수출 작년보다 2 5배 늘었다', 'SKC코오롱PI  이젠 PI첨단소재', '코로나 치료 후보물질 AI 슈퍼컴으로 빠르게 도출 신테카  K바이오  기대株 등판']",48815
379,2020-05-19,50300,2020.05.18,"['美 화웨이 제재에 삼성전자株 웃고 SK하이닉스 울고', '中시안공장 찾은 이재용  시간이 없다 글로벌 선제대응 ', '현대차는 3D·모빌리티  삼성은 AI 뻗어나가는 사내벤처', '삼성 美오스틴 파운드리공장 증설 가능성 커져', '삼성 에어드레서  제트에어·스팀이 옷에 밴 냄새·먼지까지  싹 ', '인팩코리아  부품소재 강소기업 GPS안테나 1위', ' 新가전이 뜬다  편리미엄 웰빙 코로나가 일깨운  건강가전 ', '삼성 식기세척기  입체물살·고온살균 안심하고 설거지 맡겨', '뜨거운 판교 잠실 집값 넘었다', '삼성 그랑데 AI건조기  비오는 날에도 보송보송 세탁부터 건조까지 AI가 척척', ' 사설  최악으로 치닫는 코로나發 G2 신냉전', '삼성  사내 스타트업 육성 강화  씨랩 인사이드 통해 사내벤처 5곳 창업지원', '이재용  과거 발목 잡히면 미래 없다 ', '삼성  손상없는 에어살균  vs  LG  위생·탈취엔 스팀분사 ', ' fn스트리트  디지털 콕핏', ' 한·중 하늘길’ 6월에는 열리나  항공업계  中 노선 재운항 채비', ' 호실적 중소형株’ 찾아 나선 동학개미들', ' 곽인찬 칼럼  시민단체 회계 싹 바꿀 기회다', '삼성전자  바이오·배터리 등 新산업으로 보폭 넓힌다', ' 창업 사관학교  삼성·현대車  올해 스타트업 16곳 배출', '반도체 新냉전 속 중국 찾은 이재용', '이재용  코로나 이후 글로벌 CEO로는 첫 中 방문  때를 놓치면 끝장 ', '접히는 폰  갤럭시Z플립 엔 英 수학 지식 숨어있다', '美서 3조弗 모은  포트폴리오 투자  22개로 분산  수익 50 ·손실 0 ', ' 레버리지 10배  CFD로 몰려가는 왕개미들', '위기 때마다 강해지는 K기업  올 연말 반격의 기회 온다 ', ' 사설   美중심 블록  구상까지 나오는데 韓 통상외교는 뭐하나']",48956
380,2020-05-20,50000,2020.05.19,"[' 폰카를 DSLR 수준으로  삼성 모바일 이미지센서', '中출장길 코로나 검사 3번 받은 이재용 부회장', '코로나19 확산 불구  선방  삼성TV 역대 최고 점유율', '1분기 상장사 순이익  반토막  매출은 작년보다 0 9  늘어', '외국인  백신  맞고 컴백 코스피 박스뚫고 1980', '삼성 글로벌1 랩 시리즈  아마존·알리바바 한·미·중 대표기업 투자', '삼성병원 확진자  623명 접촉 감염 경로도  깜깜이 ', ' 장기투자가 답이다  차곡차곡 담아둔 우량주 수년 뒤 열어보면  알짜 ', '하나 고배당금융테크랩  4차산업혁명 주도하는  기술주  집중투자', '기온창 하나금융투자 IPS본부장  증시 회복세 초입 지나 코로나發 돈 풀기 효과 이제부터 ', '피델리티 글로벌 테크놀로지 펀드  코로나發 집콕시대  넷플릭스 등 수혜주  콕 ', '한·중  기업인 신속통로’ 덕에  시안 다녀온 이재용 부회장  곧바로 경영복귀', ' 미·중 패권전쟁’ 불똥 튄 반도체  삼성·SK  비상 시나리오 가동', '삼성  TV시장 점유율 역대 최대', '삼성  멤버십  스타등급  신설 더 많은 혜택 제공', '원격의료시대 열리나  메모워치  웨어러블 기기 최초 건강보험 등재', ' 어떤 환경에서도 밝고 선명한 사진  삼성  5000만화소 이미지센서 출시', '삼성가전  코로나 속 온라인 판매  껑충 ', ' fn스트리트  TSMC', '코스피 순익 반토막   1분기 10兆 날렸다', '삼성전자  모바일 이미지센서  DSLR처럼 순간 움직임 포착', '올 글로벌 TV 판매  2대 중 1대는 삼성·LG', '2박3일 출장에 코로나 검사만 세 번 이재용  순조롭게 진행 ', ' 코로나發 진짜 충격은 2분기  영업익 전망치 벌써 우수수', '김용기 일자리위원회 부위원장  규제특구 만들어 기업들 리쇼어링 유도 ', ' 백신 랠리 에 외국인 컴백 코스피 2000 눈앞', '삼성병원 감염원 불투명 되살아난  메르스 악몽 ', '상장사 1분기 영업익 30  급감 예고된  실적 쇼크 ']",49056
381,2020-05-21,49950,2020.05.20,"[' 포토  삼성  패밀리허브  탑재 비스포크 냉장고', '희비갈린 개미  일개미  웃고  불개미  울다', '삼성전자  화웨이 반사이익  주가는 미지근', '무선이어폰  소리없는 전쟁  불붙나', '日 소재기업 실적 곤두박질  한국 수출규제  부메랑 ', '공인인증서 대안 떠오른 블록체인  통신3사·카카오 정면승부', 'IFA2020  9월 3 5일 예정대로 열린다', '포스코  RMI  가입  윤리적 광물 구매 강화', '터치스크린  패밀리허브  적용한 삼성 비스포크 냉장고 출시', '실리콘밸리 혁신 중심엔 이민자  코리안 드림 프로젝트  시작하자']",49141
